,author,text,Post ID,likes_count,replies_count,replies,media_count,media,location,geolocation,creation_time,last_scraped_time,geolocation_dict,lat,lng,location_name,replies_list,num_replies,user_by_comment,content_by_comment,likes_by_comment
207,feliciamonet_,"🌟🌟MONKEYPOX 🌟🌟

These are the states in the US with the most cases of Monkeypox.

If you have an active Outbreak of Eczema and you have to travel for work, or you are around a lot of people.
Grab some Lavender Butter and/or the Special Eczema Butter.
If you are a Bath person take bath in the Eucalyptus Detox Bath Soak. It will get all that oily gooey stuff out of your skin.
Link in bio @feliciamonet_

👉🏽👉🏽SWIPE FOR MORE INFORMATION FROM THE CDC

#feliciamonetdetoxskincare #selfcarekit2u #monkeypox #eczemarelief",Cghw0SJv-BZ,7,0,['regal_real_ness\n 111w\nIs your website down?\nReply\nView all 2 replies'],3.0,"[{'type': 'video', 'url': 'blob:https://www.instagram.com/d57dc009-bb61-4d3c-b855-c7911062e834', 'description': None, 'duration': None}, {'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295748624_574452497481353_6819330089008404118_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44MDB4ODAwLnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=GrNa6BwyaCgQ7kNvgE23dTs&_nc_gid=fe37999f489e4465b06eec9bb4aaf8ce&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTgwNzEzMDA5NDc2NDc2NA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYBRS3Wd_GAkqUraeY5ZGSMNDEOFjyEJKebKda56qB3mzw&oe=671EB602&_nc_sid=10d13b', 'description': 'Photo by Inflammation Regulator on July 27, 2022.', 'duration': None}]",https://www.instagram.com/explore/locations/212999109/los-angeles-california/,"{'pk': 212999109, 'short_name': 'Los Angeles', 'facebook_places_id': 110970792260960, 'external_source': 'facebook_places', 'name': 'Los Angeles, California', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': -118.2445, 'lat': 34.0564}",2022-07-27T19:31:36.000Z,2024-10-23T03:57:33Z,"{'pk': 212999109, 'short_name': 'Los Angeles', 'facebook_places_id': 110970792260960, 'external_source': 'facebook_places', 'name': 'Los Angeles, California', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': -118.2445, 'lat': 34.0564}",34.0564,-118.2445,"Los Angeles, California",['regal_real_ness\n 111w\nIs your website down?\nReply\nView all 2 replies'],1,['regal_real_ness'],['Is your website down?'],[0]
208,bioscoolya,"Monkeypox has infected more than 15,700 people since the beginning of May.
#SCOOLYA
Image Credits : NIAID
Follow for more content like this one @bioscoolya
Follow this hashtag so you don't miss any post
#Bioscoolya

Tags:
#biology #monkeypox
#monekypoxvirus #worldhealthorganisation #virus #pandemic #monkeypoxawareness #research #microbiology #virology",Cga5dNKpg_L,226,0,"['stephenrmills701\n 117w\nThere is a social problem we seldom address when a disease like Monkey Pox is transmitted sexually as the primary method for transmission. The disease breaking out of Africa seems to have occurred with gay men and accelerated by ""patient zero"" attending gay pride celebrations in Spain and having irresponsible sex with multiple partners. Because sexual behavior can be dishonest and irresponsible among our gay and bisexual brothers, we are now seeing transmission among more gay men and boys as well as the women spouses or girlfriends of men who live dishonest lives. This sadly is a repeat of tje HIV/ AIDS story. Indeed, recent reports indicate 45% of those carrying Monkey Pox are also carrying HIV. The solution is to stop having irresponsible sex to halt the disease at the root cause. Of course the wishy-washy morals of today will ignore the obvious solution and thereby put at risk tens of thousands of innocent women, children and the gay men who assumed their partners were loyahonored fidelity.\n1 like\nReply']",0.0,"[{'type': 'video', 'url': 'blob:https://www.instagram.com/6d01b283-fdef-45c0-8b70-768f79bbb7f2', 'description': None, 'duration': None}]",,{},2022-07-25T03:32:51.000Z,2024-10-22T22:14:16Z,{},,,,"['stephenrmills701\n 117w\nThere is a social problem we seldom address when a disease like Monkey Pox is transmitted sexually as the primary method for transmission. The disease breaking out of Africa seems to have occurred with gay men and accelerated by ""patient zero"" attending gay pride celebrations in Spain and having irresponsible sex with multiple partners. Because sexual behavior can be dishonest and irresponsible among our gay and bisexual brothers, we are now seeing transmission among more gay men and boys as well as the women spouses or girlfriends of men who live dishonest lives. This sadly is a repeat of tje HIV/ AIDS story. Indeed, recent reports indicate 45% of those carrying Monkey Pox are also carrying HIV. The solution is to stop having irresponsible sex to halt the disease at the root cause. Of course the wishy-washy morals of today will ignore the obvious solution and thereby put at risk tens of thousands of innocent women, children and the gay men who assumed their partners were loyahonored fidelity.\n1 like\nReply']",1,['stephenrmills701'],"['There is a social problem we seldom address when a disease like Monkey Pox is transmitted sexually as the primary method for transmission. The disease breaking out of Africa seems to have occurred with gay men and accelerated by ""patient zero"" attending gay pride celebrations in Spain and having irresponsible sex with multiple partners. Because sexual behavior can be dishonest and irresponsible among our gay and bisexual brothers, we are now seeing transmission among more gay men and boys as well as the women spouses or girlfriends of men who live dishonest lives. This sadly is a repeat of tje HIV/ AIDS story. Indeed, recent reports indicate 45% of those carrying Monkey Pox are also carrying HIV. The solution is to stop having irresponsible sex to halt the disease at the root cause. Of course the wishy-washy morals of today will ignore the obvious solution and thereby put at risk tens of thousands of innocent women, children and the gay men who assumed their partners were loyahonored fidelity.']",['1']
209,radiorwanda,Ishami ry’Umuryango w’Abibumbye ryita ku Buzima ryatangaje ko indwara ya #Monkeypox ari ikibazo gihangayikishije Isi. #RBAAmakuru,CgXJJL0Dji6,144,0,"['bimenyayesu\n 117w\nBadushikire inshinge myine itatumara😂😂😂 byira eshanu\nReply\nSee translation', 'nfautus2018\n 117w\nHummm muratangiye\n1 like\nReply\nSee translation', 'ammonlly\n 117w\nA\nReply', 'em_ly_emmy\n 117w\nBaraje 😂😂😂 ngo ngoooo\nReply\nSee translation']",0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295065165_543137904227164_3442328422517716473_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDk4NC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=XwvXouTI-YYQ7kNvgH2m5dm&_nc_gid=1ec1c494a4c44a4d95f3870ca115f6c5&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg4ODgxNzg5OTU1OTg2MDQxMA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYDol01G8b2TdmVUH3WwNmbPbunkQLPj-ilfzJRgEGVijQ&oe=671E626D&_nc_sid=10d13b', 'description': 'Photo by RADIO RWANDA on July 23, 2022.', 'duration': None}]",,{},2022-07-23T16:32:33.000Z,2024-10-22T21:18:47Z,{},,,,"['bimenyayesu\n 117w\nBadushikire inshinge myine itatumara😂😂😂 byira eshanu\nReply\nSee translation', 'nfautus2018\n 117w\nHummm muratangiye\n1 like\nReply\nSee translation', 'ammonlly\n 117w\nA\nReply', 'em_ly_emmy\n 117w\nBaraje 😂😂😂 ngo ngoooo\nReply\nSee translation']",4,"['bimenyayesu', 'nfautus2018', 'ammonlly', 'em_ly_emmy']","['Badushikire inshinge myine itatumara😂😂😂 byira eshanu', 'Hummm muratangiye', 'A', 'Baraje 😂😂😂 ngo ngoooo']","[0, '1', 0, 0]"
210,,,CgeXjk2loi1,,0,[],0.0,[],,{},,2024-10-23T00:33:52Z,{},,,,[],0,[],[],[]
211,mttmmedia,"🙈Are you ready for your monkeypox vaccine? Lol 😂💉💰

Follow Us on YouTube…LINK IN BIO!

Thanks Guys! 👊

#mttmmedia #monkeypox #worldhealthorganization #who #klausschwab #woke #virus #fakereality #trudeaumustgo #wethefringe #onpoli #cdnpoli #fypcanadian #unitednoncompliance #fyp #illuminati #wef #tyranny #corruption #control #nwo #fakenews #mainstreammedialies #trudeaumustresign #trudeauisdestroyingcanada #trudeaumustresign #justintrudeauhastogo #trustthescience #followthemoney #chemtrails #communistcanada",CgiK4SDO2nb,68,0,"['eventseighteen1\n 116w\nNo vaccines here. Ever.\n1 like\nReply', 'ad.404.fmf.sw\n 116w\nYeah, I inoculated myself over a decade ago.\n1 like\nReply', 'drmctchr58\n 116w\nWell Tedros said it’s a Global Emergency. So expect the lockdowns, mandatory masks and jabs soon 🙄\n2 likes\nReply', 'upfivelefty\n 116w\nI’ll make sure have a banana for lunch\n2 likes\nReply', 'casa_cardoso_\n 116w\n🍌\n1 like\nReply\nView all 1 replies']",0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295881951_138244822225528_5817918715160310725_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTI0eDgxNS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=6O08DRX3YEgQ7kNvgG71Cb6&_nc_gid=20da0a90a08140c5b92a15190d468589&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTkyMTc1ODg2MjY2NjIwMw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYClc1M1oxvoZqIAyv5F1jwb8RU1erUZf_8zMmGjb5eFHQ&oe=671E8AAC&_nc_sid=10d13b', 'description': 'Photo by Method To The Madness in Worldwide with @mttmmedia.', 'duration': None}]",https://www.instagram.com/explore/locations/308902366110368/worldwide/,"{'pk': 308902366110368, 'short_name': 'Worldwide', 'facebook_places_id': 308902366110368, 'external_source': 'facebook_places', 'name': 'Worldwide', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': 80.1659784, 'lat': 13.0434906}",2022-07-27T23:19:21.000Z,2024-10-23T01:38:07Z,"{'pk': 308902366110368, 'short_name': 'Worldwide', 'facebook_places_id': 308902366110368, 'external_source': 'facebook_places', 'name': 'Worldwide', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': 80.1659784, 'lat': 13.0434906}",13.0434906,80.1659784,Worldwide,"['eventseighteen1\n 116w\nNo vaccines here. Ever.\n1 like\nReply', 'ad.404.fmf.sw\n 116w\nYeah, I inoculated myself over a decade ago.\n1 like\nReply', 'drmctchr58\n 116w\nWell Tedros said it’s a Global Emergency. So expect the lockdowns, mandatory masks and jabs soon 🙄\n2 likes\nReply', 'upfivelefty\n 116w\nI’ll make sure have a banana for lunch\n2 likes\nReply', 'casa_cardoso_\n 116w\n🍌\n1 like\nReply\nView all 1 replies']",5,"['eventseighteen1', 'ad.404.fmf.sw', 'drmctchr58', 'upfivelefty', 'casa_cardoso_']","['No vaccines here. Ever.', 'Yeah, I inoculated myself over a decade ago.', 'Well Tedros said it’s a Global Emergency. So expect the lockdowns, mandatory masks and jabs soon 🙄', 'I’ll make sure have a banana for lunch', '🍌']","['1', '1', '2', '2', '1']"
212,ozarkflyfishing,Got my #monkeypoxvaccine #monkeypox today #fuckingweirdos,Cgh7_BrpI0e,5,0,['dfredenb\n 116w\n😂\nReply'],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295850435_564141508528214_3073181141762407163_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE4MDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=U32902jBv40Q7kNvgHiibCe&_nc_gid=917e10ef75d24cffa46e3ebbfc7e527f&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTg1NjI1MTYyNTcwNDczNA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYCR5gEXsy0ae3xDGVJF0_GbhUEi9vvWTs43Gf-av8oeUA&oe=671E812E&_nc_sid=10d13b', 'description': 'Photo by Ozarkflyfishing on July 27, 2022.', 'duration': None}]",,{},2022-07-29T04:29:57.000Z,2024-10-23T02:35:37Z,{},,,,['dfredenb\n 116w\n😂\nReply'],1,['dfredenb'],['😂'],[0]
213,ozone.solutions,"Monkey Pox?
We're Not Monkeying Around!
We Have Ozone!

(Monkey photo cred www.theawesomedaily.com)

#ozonegenerators #monkeypox #O3",Cghm2OGg8yd,2,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/296207181_571336367729242_615001228775312777_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi45NDB4Nzg4LnNkci5mMjg4NS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=jFrUqN6VeAoQ7kNvgGeeSKi&_nc_gid=1dfb4a1fcc9047b6976e00f0e2c690a4&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc2MzI4NzUwOTQyMTIxMw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYDxexqeFDaBJ_RqiBrzgk3jhP_UXjMp31f7a0tKOt5B-g&oe=671EBDBF&_nc_sid=10d13b', 'description': 'Photo by Ozone Solutions on July 27, 2022.', 'duration': None}]",,{},2022-07-27T18:48:30.000Z,2024-10-23T06:00:55Z,{},,,,[],0,[],[],[]
214,,,Cghi8SmOvU8,,0,,,[],,{},,2024-10-23T13:18:57Z,{},,,,[],0,[],[],[]
215,dr_kbyrd,•,Cgb8RutA--j,131,0,"['marmitet0ast\n 116w\nIf the symptom is a rash - any chance it could be misdiagnosed in kids as Hand Foot and Mouth/Coxsackie? I’m seeing a surprise amount of loc kids with this and way older than usual! 6 or 10 year olds. Only known about Coxsackie in little kids before\n1 like\nReply\nView all 3 replies', 'cultured_montessorian\n 117w\nThanks for this! Are kids who still put everything in their mouths at greater risk if for example, a babysitter or daycare staff member is infected? Do we know how long the virus lives on surfaces like blankets or toys?\n4 likes\nReply\nView all 2 replies', 'weissmillerx\n 117w\nThis new disease is so frustrating. I read somewhere they are calling it a new std.\n1 like\nReply\nView all 2 replies', 'sony_malvi19\n 117w\nSEND this pick👉@empire_of_blacks_\nReply']",0.0,"[{'type': 'video', 'url': 'blob:https://www.instagram.com/ac996482-38c7-4fa8-9869-23cc99f78eb4', 'description': None, 'duration': None}]",,{},2022-07-25T13:16:38.000Z,2024-10-22T23:26:10Z,{},,,,"['marmitet0ast\n 116w\nIf the symptom is a rash - any chance it could be misdiagnosed in kids as Hand Foot and Mouth/Coxsackie? I’m seeing a surprise amount of loc kids with this and way older than usual! 6 or 10 year olds. Only known about Coxsackie in little kids before\n1 like\nReply\nView all 3 replies', 'cultured_montessorian\n 117w\nThanks for this! Are kids who still put everything in their mouths at greater risk if for example, a babysitter or daycare staff member is infected? Do we know how long the virus lives on surfaces like blankets or toys?\n4 likes\nReply\nView all 2 replies', 'weissmillerx\n 117w\nThis new disease is so frustrating. I read somewhere they are calling it a new std.\n1 like\nReply\nView all 2 replies', 'sony_malvi19\n 117w\nSEND this pick👉@empire_of_blacks_\nReply']",4,"['marmitet0ast', 'cultured_montessorian', 'weissmillerx', 'sony_malvi19']","['If the symptom is a rash - any chance it could be misdiagnosed in kids as Hand Foot and Mouth/Coxsackie? I’m seeing a surprise amount of loc kids with this and way older than usual! 6 or 10 year olds. Only known about Coxsackie in little kids before', 'Thanks for this! Are kids who still put everything in their mouths at greater risk if for example, a babysitter or daycare staff member is infected? Do we know how long the virus lives on surfaces like blankets or toys?', 'This new disease is so frustrating. I read somewhere they are calling it a new std.', 'SEND this pick👉@empire_of_blacks_']","['1', '4', '1', 0]"
216,waterloocounseling,"Learn the Actual #Facts about #Monkeypox, and how to keep yourself and others safe.
Click here to read more updates about #Moneypox
Link in Comment",CgiDkU8LBRO,22,0,['waterloocounseling\n 116w\nhttps://kindclinic.org/blog/the-411-on-monkeypox/\nReply'],3.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/296099921_109821088482661_3953418855019860734_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=xWBXPvuRjVIQ7kNvgGcWT9R&_nc_gid=360c90420d384fe7a89167511b86fdd9&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTg4OTU4NjMwMTg0MTU2Ng%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAvxGkGxrx6eaaeaVnIrjAnvurrmiSu7J2mmJ80vfkUpw&oe=671E9542&_nc_sid=10d13b', 'description': 'Photo by Waterloo Counseling Center on July 27, 2022.', 'duration': None}, {'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/296180582_424429896389006_4591490718924925558_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=yVWvQvSO6dsQ7kNvgEPHk_V&_nc_gid=360c90420d384fe7a89167511b86fdd9&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTg4OTU4NjEyNTc4MzIzMw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYBNl_zLl4y-e7sbvh6BTGc0KNOFPH0OIQuiabgrTGS4Fw&oe=671E97A0&_nc_sid=10d13b', 'description': 'Photo by Waterloo Counseling Center on July 27, 2022.', 'duration': None}]",,{},2022-07-27T22:15:45.000Z,2024-10-23T02:00:26Z,{},,,,['waterloocounseling\n 116w\nhttps://kindclinic.org/blog/the-411-on-monkeypox/\nReply'],1,['waterloocounseling'],['https://kindclinic.org/blog/the-411-on-monkeypox/'],[0]
217,theenglishacademy_sg,"I came across an article today regarding the recent global healthy emergency (according to WHO) on Monkey Pox.

In it, there was an idiom “the proof is in the pudding” and decided to repost it!

Check out the article here https://www.channelnewsasia.com/singapore/monkeypox-risk-contagious-singapore-cna-explains-2794886

Have you come across any interesting idioms? Let us know in the comments 👇🏻#checktheacademy",CgZsKMFvYeF,121,0,"['macdozit\n 117w\nThe proof is in the pudding . Once Matthias broke my wrist , life has never been the same again . @padipotongpadi @budiculous @matthiasadamraj . Now this is some good english.\n1 like\nReply\nView all 1 replies', 'iami21\n 117w\nJust recently, I came across this idiom: dead in the water.\nReply']",2.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295447735_1750371865347599_6180169771955904432_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=XyWrsRPKmqAQ7kNvgFTQuNh&_nc_gid=d199bcc59e5d4e6ca4eaa2be9172cd83&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg4OTUzNDg0NTU3NzIzNDk4NQ%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAdJJ0t6lOWZfSP-FHslo_cHXK-beMs1xz-RollVphSIg&oe=671E5677&_nc_sid=10d13b', 'description': 'Photo by English | Grammar | Vocabulary on July 24, 2022.', 'duration': None}, {'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295659667_1220416622078124_3332530322839877596_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&_nc_ohc=kw93H93i0cMQ7kNvgGH2Nvk&_nc_gid=d199bcc59e5d4e6ca4eaa2be9172cd83&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg4OTUzNDg0NTU4NTUwODQyNA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYDdKpAqpVWSc6YUYjrnOJPWG5inyQ4za3-w9hufxQTSHg&oe=671E5086&_nc_sid=10d13b', 'description': 'Photo by English | Grammar | Vocabulary on July 24, 2022.', 'duration': None}]",,{},2022-07-24T16:24:37.000Z,2024-10-22T22:26:34Z,{},,,,"['macdozit\n 117w\nThe proof is in the pudding . Once Matthias broke my wrist , life has never been the same again . @padipotongpadi @budiculous @matthiasadamraj . Now this is some good english.\n1 like\nReply\nView all 1 replies', 'iami21\n 117w\nJust recently, I came across this idiom: dead in the water.\nReply']",2,"['macdozit', 'iami21']","['The proof is in the pudding . Once Matthias broke my wrist , life has never been the same again . @padipotongpadi @budiculous @matthiasadamraj . Now this is some good english.', 'Just recently, I came across this idiom: dead in the water.']","['1', 0]"
218,vanishedathena,"Guess they'll censor me when I say #monkeypox is just a viral herpes outbreak side effect from the jab. #getbent

#msmlies #cnnisfakenews #msmpropaganda #knowyourenemy #nonewnormal #ronpaul #randpaul #thethirdparty #criticalthinking #criticalthinker #libertarian  #freespeech #1stamendment #constitution #2ndamendment #conspiracytheory #conspiracytheories #hardtruth #spittingfacts #waronfreespeech #psyop #psychologicaloperations #holdtheline  #holdthemaccountable #worldeconomicforum #klausschwab",CghzDgePfLv,7,0,['queenofpurpledragon\n 116w\nMonkeypizzle\nReply'],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295762820_5443749175716602_8932866509918253095_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDE0NDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=u7_xj2mmhpwQ7kNvgHm_ovs&_nc_gid=b865ee6e8d3c42ef9948bb1c27b1b8fd&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTgxNjk3NzE0NjE4MDMzNQ%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAlvtB8uCVgMg8xLJBUeeW09aUR1PUT643QaqRwMK7Nlg&oe=671E9D7E&_nc_sid=10d13b', 'description': 'Photo by Vanished Athena in Ione, California.', 'duration': None}]",https://www.instagram.com/explore/locations/257089905/ione-california/,"{'pk': 257089905, 'short_name': 'Ione', 'facebook_places_id': 108342432523089, 'external_source': 'facebook_places', 'name': 'Ione, California', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': -120.93277777778, 'lat': 38.352777777778}",2022-07-27T19:51:10.000Z,2024-10-23T04:55:27Z,"{'pk': 257089905, 'short_name': 'Ione', 'facebook_places_id': 108342432523089, 'external_source': 'facebook_places', 'name': 'Ione, California', 'address': '', 'city': '', 'has_viewer_saved': False, 'lng': -120.93277777778, 'lat': 38.352777777778}",38.352777777778,-120.93277777778,"Ione, California",['queenofpurpledragon\n 116w\nMonkeypizzle\nReply'],1,['queenofpurpledragon'],['Monkeypizzle'],[0]
219,antonyalexbagalue_phd,"Monkeypox is on the rise. Here's what you should know:

1) Anyone can get monkeypox.

2) Monkeypox spreads by close physical contact with an infectious rash, touching items such as clothing or bed sheets used by someone who has the virus, or through respiratory droplets. A pregnant woman can also spread the virus to her fetus through the placenta.

3) Monkeypox symptoms can include fever, headache, swollen lymph nodes, chills, exhaustion, muscle and backaches, and a rash. Sometimes a rash is the only sign of monkeypox. The rash can look like pimples or blisters and go through different stages over 2-4 weeks. These sores often appear on the face, palms, soles of the feet, chest, or genitals.

4) Antiviral drugs and vaccines intended to treat smallpox can also be used to prevent and treat monkeypox.

5) Individuals who are immunosuppressed and more likely to get severely ill from monkeypox can discuss with their doctor the possibility of taking antivirals such as tecovirimat (TPOXX) for further protection.

#monkeypox #monkeypoxsymptoms #employeehealth #employeebenefits #expertmedicalopinion",CghzNJTJeNC,,0,['bellehumeurjohanne\n 116w\nI give you mine\nReply'],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295825812_181186284376954_2519253161693941704_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44MDB4ODAwLnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=110&_nc_ohc=U8NTQxRkHrQQ7kNvgEWHC8h&_nc_gid=74dd3b6d9a354c51870ce4887e1f2a48&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTgxNzYzOTQ1ODc1OTQ5MA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYC1eI5l87rx1luLKVW_gbFpPLT3wskyJzjUBpO2pUs2LQ&oe=671EAB76&_nc_sid=10d13b', 'description': 'Photo by A.Alex Bagalue HDD .PhD on July 27, 2022.', 'duration': None}]",,{},2022-07-27T19:52:28.000Z,2024-10-23T04:46:33Z,{},,,,['bellehumeurjohanne\n 116w\nI give you mine\nReply'],1,['bellehumeurjohanne'],['I give you mine'],[0]
220,mctx_publichealth,"Monkeypox Update – July 27, 2022

DSHS and local health departments are investigating cases of monkeypox that are part of an international outbreak. The disease, which can cause a serious skin rash, appears to be spreading largely via direct contact with the skin or saliva of an infected person. Most cases so far have been among men who have sex with men, so that population should be especially aware of the situation and take precautions to avoid direct contact with anyone with a rash. Anyone who develops a rash should avoid direct contact with other people and contact their health care provider as soon as possible for next steps.

DSHS has received a shipment of 14,780 doses of the JYNNEOS monkeypox vaccine. DSHS immediately forwarded 5,120 doses to Dallas County Health and Human Services. The remainder of the state doses will be provided to local health departments and DSHS regional offices to vaccinate people with a documented or presumed exposure to the monkeypox virus. The shipment represents all the JYNNEOS vaccine available now to Texas from the federal Strategic National Stockpile. Houston and Harris County have received a separate shipment of approximately 5,000 doses from the SNS.

For up-to-date case counts for monkeypox in Texas, please see: https://dshs.texas.gov/news/updates.shtm#monkeypox.

#monkeypox #publichealth",Cgho7aXpzoJ,,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295980367_645974216397904_5941003340170232931_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMTk4eDYyOC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=9eT7q697JqUQ7kNvgHgvYOU&_nc_gid=577e8d958475400a92b3495752cf311c&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc3MjQ0MDM3MjI2MzQzMw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYA-yHAMTcnTQ9UZuQcYSYgOqxVIJZfXlhwyJ8Xnjz5cVQ&oe=671ED344&_nc_sid=10d13b', 'description': 'Photo by Montgomery Co. Public Health on July 27, 2022.', 'duration': None}]",,{},2022-07-27T18:24:55.000Z,2024-10-23T06:03:36Z,{},,,,[],0,[],[],[]
